feedback_id,launch_id,cluster_id,source_channel,customer_segment,feedback_text,category,subcategory,severity,status,confidence_score,confidence_level,human_review_needed,likely_owner,recommended_route,created_at,ingested_at
FB-2461,2,11,Internal triage,Partner success teams,Partner teams understood the dashboard goals but were unsure how much interpretation they should provide.,Partner Enablement,Reporting training readiness,Sev 1,Routed,84,Medium,Review recommended,Partner Success,Support -> Partner Success,2026-06-13T08:17:12Z,2026-06-13T08:17:12Z
FB-2462,2,11,Internal triage,Partner success teams,"Customer success teams reported gaps in training on dashboard limitations and freshness expectations, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 3,Routed,91,High,No,Partner Success,Support -> Partner Success,2026-06-17T10:48:18Z,2026-06-17T11:48:18Z
FB-2463,2,11,Customer success note,Partner success teams,"Partner success teams need reporting guidance before supporting dashboard questions, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 3,Routed,93,High,No,Partner Success,Support -> Partner Success,2026-06-12T15:02:59Z,2026-06-12T19:02:59Z
FB-2464,2,11,Documentation review,External partners,"Customer success teams do not yet have clear partner escalation paths for reporting disputes, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 3,Routed,90,High,No,Partner Success,Support -> Partner Success,2026-06-06T07:16:42Z,2026-06-06T08:01:42Z
FB-2465,2,11,Internal triage,Support teams,"External partners asked for training on dashboard limitations and freshness expectations, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 4,Routed,86,High,No,Partner Success,Support -> Partner Success,2026-06-11T05:13:58Z,2026-06-11T05:13:58Z
FB-2466,2,11,Documentation review,Support teams,"Support leads need reporting guidance before supporting dashboard questions, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 3,Routed,83,Medium,No,Partner Success,Support -> Partner Success,2026-06-01T02:03:19Z,2026-06-01T08:03:19Z
FB-2467,2,11,Customer success note,External partners,"External partners need example narratives for adoption and usage changes, increasing internal escalations.",Partner Enablement,Reporting training readiness,Sev 3,In progress,91,High,No,Partner Success,Support -> Partner Success active workstream,2026-06-02T06:21:08Z,2026-06-02T07:06:08Z
FB-2468,2,11,Customer success note,External partners,"Partner success teams do not yet have reporting guidance before supporting dashboard questions, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 3,In progress,83,Medium,No,Partner Success,Support -> Partner Success active workstream,2026-05-28T13:58:05Z,2026-05-28T13:58:05Z
FB-2469,2,11,Partner escalation,Support teams,"Customer success teams reported gaps in reporting guidance before supporting dashboard questions, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 4,Routed,80,Medium,No,Partner Success,Support -> Partner Success,2026-06-11T18:58:52Z,2026-06-11T18:58:52Z
FB-2470,2,11,Partner escalation,External partners,"Partner success teams asked for clear partner escalation paths for reporting disputes, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 4,Routed,92,High,No,Partner Success,Support -> Partner Success,2026-06-03T13:28:43Z,2026-06-03T14:13:43Z
FB-2471,2,11,Customer success note,Partner success teams,"Partner success teams do not yet have reporting guidance before supporting dashboard questions, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 4,In progress,91,High,No,Partner Success,Support -> Partner Success active workstream,2026-06-14T10:18:56Z,2026-06-14T10:30:56Z
FB-2472,2,11,Internal triage,External partners,"Support leads do not yet have example narratives for adoption and usage changes, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 3,New,77,Medium,Review recommended,Partner Success,Intake -> Partner Success triage,2026-05-29T06:53:03Z,2026-05-29T07:11:03Z
FB-2473,2,11,Documentation review,Customer success teams,"External partners asked for example narratives for adoption and usage changes, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 2,Resolved,79,Medium,Review recommended,Partner Success,Resolved by Partner Success,2026-06-02T22:19:08Z,2026-06-03T02:19:08Z
FB-2474,2,11,Customer success note,Partner success teams,"Customer success teams do not yet have example narratives for adoption and usage changes, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 4,Routed,94,High,No,Partner Success,Support -> Partner Success,2026-06-01T04:56:18Z,2026-06-01T05:26:18Z
FB-2475,2,11,Partner office hours,Partner success teams,"Support leads do not yet have clear partner escalation paths for reporting disputes, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 3,Needs review,72,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-06-15T00:16:59Z,2026-06-15T00:16:59Z
FB-2476,2,11,Partner office hours,Partner success teams,"Partner success teams reported gaps in example narratives for adoption and usage changes, increasing internal escalations.",Partner Enablement,Reporting training readiness,Sev 2,Routed,82,Medium,No,Partner Success,Support -> Partner Success,2026-06-04T16:24:50Z,2026-06-04T16:24:50Z
FB-2477,2,11,Customer success note,Support teams,"Customer success teams reported gaps in training on dashboard limitations and freshness expectations, slowing rollout enablement.",Partner Enablement,Reporting training readiness,Sev 3,Routed,91,High,No,Partner Success,Support -> Partner Success,2026-06-13T18:18:30Z,2026-06-13T19:48:30Z
FB-2478,2,11,Documentation review,Support teams,"Support leads asked for clear partner escalation paths for reporting disputes, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 4,Routed,94,High,No,Partner Success,Support -> Partner Success,2026-06-02T09:00:28Z,2026-06-02T11:00:28Z
FB-2479,2,11,Partner escalation,Support teams,Partner teams understood the dashboard goals but were unsure how much interpretation they should provide.,Partner Enablement,Reporting training readiness,Sev 3,In progress,69,Low,Review recommended,Partner Success,Support -> Partner Success active workstream,2026-06-14T06:27:20Z,2026-06-14T07:57:20Z
FB-2480,2,11,Internal triage,External partners,"Support leads reported gaps in clear partner escalation paths for reporting disputes, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 3,In progress,89,High,No,Partner Success,Support -> Partner Success active workstream,2026-06-05T09:54:18Z,2026-06-05T09:54:18Z
FB-2481,2,11,Internal triage,Customer success teams,"Customer success teams do not yet have clear partner escalation paths for reporting disputes, slowing rollout enablement.",Partner Enablement,Reporting training readiness,Sev 3,Routed,81,Medium,No,Partner Success,Support -> Partner Success,2026-05-29T08:46:03Z,2026-05-29T09:04:03Z
FB-2482,2,11,Partner office hours,Support teams,"Support leads asked for example narratives for adoption and usage changes, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 4,Routed,81,Medium,No,Partner Success,Support -> Partner Success,2026-06-06T08:50:14Z,2026-06-06T10:50:14Z
FB-2483,2,11,Partner office hours,Customer success teams,"Partner success teams need example narratives for adoption and usage changes, slowing rollout enablement.",Partner Enablement,Reporting training readiness,Sev 3,Needs review,78,Medium,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-05-30T21:01:05Z,2026-05-30T22:01:05Z
FB-2484,2,11,Internal triage,Support teams,"Support leads reported gaps in reporting guidance before supporting dashboard questions, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 4,In progress,85,High,No,Partner Success,Support -> Partner Success active workstream,2026-06-02T13:17:32Z,2026-06-02T13:17:32Z
FB-2485,2,11,Partner escalation,Partner success teams,"Customer success teams reported gaps in example narratives for adoption and usage changes, slowing rollout enablement.",Partner Enablement,Reporting training readiness,Sev 3,New,90,High,No,Partner Success,Intake -> Partner Success triage,2026-06-11T01:55:30Z,2026-06-11T03:25:30Z
FB-2486,2,11,Partner office hours,Customer success teams,"Partner success teams do not yet have clear partner escalation paths for reporting disputes, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 3,Routed,94,High,No,Partner Success,Support -> Partner Success,2026-06-08T12:08:18Z,2026-06-08T13:08:18Z
FB-2487,2,11,Partner escalation,Customer success teams,"Partner success teams asked for training on dashboard limitations and freshness expectations, slowing rollout enablement.",Partner Enablement,Reporting training readiness,Sev 3,In progress,73,Low,Review recommended,Partner Success,Support -> Partner Success active workstream,2026-05-30T00:38:03Z,2026-05-30T00:50:03Z
FB-2488,2,11,Internal triage,Partner success teams,Partner teams understood the dashboard goals but were unsure how much interpretation they should provide.,Partner Enablement,Reporting training readiness,Sev 3,New,67,Low,Review recommended,Partner Success,Intake -> Partner Success triage,2026-06-14T10:36:05Z,2026-06-14T10:36:05Z
FB-2489,2,12,Support ticket,Billing operations reviewers,"Customer success teams are comparing monthly usage snapshots that disagree with dashboard exports, creating billing confidence issues.",Billing,Usage metric reconciliation,Sev 3,Resolved,83,Medium,No,Billing Ops,Resolved by Billing Ops,2026-06-11T03:28:49Z,2026-06-11T03:33:49Z
FB-2490,2,12,Customer success note,Customer success teams,"Business operations reviewers reported usage definitions that differ between billing review and admin analytics, delaying rollout signoff.",Billing,Usage metric reconciliation,Sev 3,In progress,86,High,No,Billing Ops,Support -> Billing Ops active workstream,2026-06-05T20:28:38Z,2026-06-05T20:40:38Z
FB-2491,2,12,Internal triage,Billing operations reviewers,"Enterprise admins flagged monthly usage snapshots that disagree with dashboard exports, triggering executive questions about metric accuracy.",Billing,Usage metric reconciliation,Sev 4,Routed,82,Medium,No,Billing Ops,Support -> Billing Ops,2026-06-05T12:57:23Z,2026-06-05T16:57:23Z
FB-2492,2,12,Admin interview,Billing operations reviewers,"Customer success teams asked about seat and activity counts that appear inconsistent, delaying rollout signoff.",Billing,Usage metric reconciliation,Sev 3,In progress,95,High,No,Billing Ops,Support -> Billing Ops active workstream,2026-06-16T13:09:09Z,2026-06-16T13:54:09Z
FB-2493,2,12,Support ticket,Enterprise admins,"Billing operations reviewers reported dashboard usage totals that do not match billing-related usage, triggering executive questions about metric accuracy.",Billing,Usage metric reconciliation,Sev 3,Routed,76,Medium,Review recommended,Billing Ops,Support -> Billing Ops,2026-06-07T15:05:50Z,2026-06-07T15:05:50Z
FB-2494,2,12,Admin interview,Billing operations reviewers,The reviewer saw a billing mismatch but could not tell whether the dashboard or the billing extract was using a different time window.,Billing,Usage metric reconciliation,Sev 4,Routed,67,Low,Review recommended,Billing Ops,Support -> Billing Ops,2026-06-07T08:59:28Z,2026-06-07T12:59:28Z
FB-2495,2,12,Internal triage,Enterprise admins,"Billing operations reviewers flagged monthly usage snapshots that disagree with dashboard exports, creating billing confidence issues.",Billing,Usage metric reconciliation,Sev 4,New,69,Low,Review recommended,Billing Ops,Intake -> Billing Ops triage,2026-06-03T04:48:31Z,2026-06-03T10:48:31Z
FB-2496,2,12,Customer success note,Enterprise admins,"Customer success teams flagged seat and activity counts that appear inconsistent, creating billing confidence issues.",Billing,Usage metric reconciliation,Sev 4,New,86,High,No,Billing Ops,Intake -> Billing Ops triage,2026-06-13T19:33:57Z,2026-06-13T20:33:57Z
FB-2497,2,12,Customer success note,Enterprise admins,"Business operations reviewers asked about monthly usage snapshots that disagree with dashboard exports, delaying rollout signoff.",Billing,Usage metric reconciliation,Sev 2,Routed,88,High,No,Billing Ops,Support -> Billing Ops,2026-05-29T13:21:54Z,2026-05-29T17:21:54Z
FB-2498,2,12,Support ticket,Enterprise admins,"Business operations reviewers are comparing dashboard usage totals that do not match billing-related usage, triggering executive questions about metric accuracy.",Billing,Usage metric reconciliation,Sev 3,Routed,92,High,No,Billing Ops,Support -> Billing Ops,2026-06-11T06:53:20Z,2026-06-11T08:53:20Z
FB-2499,2,12,Internal triage,Enterprise admins,"Enterprise admins flagged seat and activity counts that appear inconsistent, delaying rollout signoff.",Billing,Usage metric reconciliation,Sev 3,In progress,89,High,No,Billing Ops,Support -> Billing Ops active workstream,2026-06-10T07:36:38Z,2026-06-10T07:41:38Z
